Symbol,I.HSI,I.HSI,I.HSI,I.HSI
2019-02-26,"28,971.23","28,971.23","28,700.01","28,772.06"
2019-02-27,"28,833.16","29,014.19","28,701.47","28,757.44"
2019-02-28,"28,719.71","28,917.49","28,571.13","28,633.18"
2019-03-01,"28,716.60","28,860.20","28,663.71","28,812.17"
2019-03-02,"28,716.60","28,860.20","28,663.71","28,812.17"
2019-03-03,"28,716.60","28,860.20","28,663.71","28,812.17"
2019-03-04,"28,855.11","29,241.80","28,760.67","28,959.59"
2019-03-05,"28,823.16","29,025.79","28,734.81","28,961.60"
2019-03-06,"29,003.25","29,122.81","28,938.39","29,037.60"
2019-03-07,"28,965.42","29,007.07","28,772.45","28,779.45"
2019-03-08,"28,409.14","28,533.76","28,201.09","28,228.42"
2019-03-09,"28,409.14","28,533.76","28,201.09","28,228.42"
2019-03-10,"28,409.14","28,533.76","28,201.09","28,228.42"
2019-03-11,"28,265.85","28,512.27","28,240.78","28,503.30"
2019-03-12,"28,760.27","28,941.09","28,734.09","28,920.87"
2019-03-13,"28,924.28","28,924.28","28,690.37","28,807.45"
2019-03-14,"28,891.06","28,932.47","28,696.31","28,851.39"
2019-03-15,"28,843.86","29,204.73","28,828.26","29,012.26"
2019-03-16,"28,843.86","29,204.73","28,828.26","29,012.26"
2019-03-17,"28,843.86","29,204.73","28,828.26","29,012.26"
2019-03-18,"29,112.44","29,409.01","29,034.13","29,409.01"
2019-03-19,"29,419.14","29,486.15","29,319.51","29,466.28"
2019-03-20,"29,357.19","29,435.81","29,251.25","29,320.97"
2019-03-21,"29,387.75","29,446.77","29,051.85","29,071.56"
2019-03-22,"29,173.33","29,243.10","28,847.34","29,113.36"
2019-03-23,"29,173.33","29,243.10","28,847.34","29,113.36"
2019-03-24,"29,173.33","29,243.10","28,847.34","29,113.36"
2019-03-25,"28,501.37","28,702.24","28,463.11","28,523.35"
2019-03-26,"28,677.76","28,701.60","28,435.06","28,566.91"
2019-03-27,"28,564.71","28,781.63","28,551.65","28,728.25"
2019-03-28,"28,663.20","28,816.59","28,558.80","28,775.21"
2019-03-29,"28,812.64","29,100.69","28,761.88","29,051.36"
2019-03-30,"28,812.64","29,100.69","28,761.88","29,051.36"
2019-03-31,"28,812.64","29,100.69","28,761.88","29,051.36"
2019-04-01,"29,383.72","29,612.37","29,383.72","29,562.02"
2019-04-02,"29,736.99","29,736.99","29,534.42","29,624.67"
2019-04-03,"29,785.27","29,999.34","29,715.77","29,986.39"
2019-04-04,"29,950.42","30,050.91","29,765.55","29,936.32"
2019-04-05,"29,950.42","30,050.91","29,765.55","29,936.32"
2019-04-06,"29,950.42","30,050.91","29,765.55","29,936.32"
2019-04-07,"29,950.42","30,050.91","29,765.55","29,936.32"
2019-04-08,"30,119.58","30,185.06","29,913.62","30,077.15"
2019-04-09,"30,065.99","30,222.02","30,018.98","30,157.49"
2019-04-10,"30,052.27","30,139.61","29,892.62","30,119.56"
2019-04-11,"30,138.14","30,184.61","29,783.67","29,839.45"
2019-04-12,"29,806.35","29,909.76","29,694.85","29,909.76"
2019-04-13,"29,806.35","29,909.76","29,694.85","29,909.76"
2019-04-14,"29,806.35","29,909.76","29,694.85","29,909.76"
2019-04-15,"30,119.85","30,280.12","29,810.72","29,810.72"
2019-04-16,"29,754.30","30,142.86","29,665.11","30,129.87"
2019-04-17,"30,160.69","30,178.58","30,004.97","30,124.68"
2019-04-18,"30,088.65","30,101.83","29,896.86","29,963.26"
2019-04-19,"30,088.65","30,101.83","29,896.86","29,963.26"
2019-04-20,"30,088.65","30,101.83","29,896.86","29,963.26"
2019-04-21,"30,088.65","30,101.83","29,896.86","29,963.26"
2019-04-22,"30,088.65","30,101.83","29,896.86","29,963.26"
2019-04-23,"29,782.95","30,055.94","29,755.87","29,963.24"
2019-04-24,"30,112.19","30,112.19","29,682.87","29,805.83"
2019-04-25,"29,667.52","29,849.70","29,535.20","29,549.80"
2019-04-26,"29,513.08","29,672.79","29,504.14","29,605.01"
2019-04-27,"29,513.08","29,672.79","29,504.14","29,605.01"
2019-04-28,"29,513.08","29,672.79","29,504.14","29,605.01"
2019-04-29,"29,730.85","29,917.11","29,639.38","29,892.81"
2019-04-30,"29,828.15","29,855.76","29,620.45","29,699.11"
2019-05-01,"29,828.15","29,855.76","29,620.45","29,699.11"
2019-05-02,"29,643.05","29,967.74","29,643.05","29,944.18"
2019-05-03,"29,818.48","30,081.55","29,678.86","30,081.55"
2019-05-04,"29,818.48","30,081.55","29,678.86","30,081.55"
2019-05-05,"29,818.48","30,081.55","29,678.86","30,081.55"
2019-05-06,"29,342.38","29,384.01","28,956.47","29,209.82"
2019-05-07,"29,313.58","29,480.04","29,156.45","29,363.02"
2019-05-08,"28,987.09","29,252.00","28,945.91","29,003.20"
2019-05-09,"28,839.35","28,891.11","28,281.98","28,311.07"
2019-05-10,"28,462.34","28,833.45","28,203.22","28,550.24"
2019-05-11,"28,462.34","28,833.45","28,203.22","28,550.24"
2019-05-12,"28,462.34","28,833.45","28,203.22","28,550.24"
2019-05-13,"28,462.34","28,833.45","28,203.22","28,550.24"
2019-05-14,"27,951.12","28,205.96","27,925.62","28,122.02"
2019-05-15,"28,171.32","28,441.49","28,171.32","28,268.71"
2019-05-16,"28,117.48","28,379.37","28,050.78","28,275.07"
2019-05-17,"28,428.00","28,428.00","27,909.73","27,946.46"
2019-05-18,"28,428.00","28,428.00","27,909.73","27,946.46"
2019-05-19,"28,428.00","28,428.00","27,909.73","27,946.46"
2019-05-20,"27,959.23","27,999.60","27,699.23","27,787.61"
2019-05-21,"27,671.40","27,915.16","27,598.06","27,657.24"
2019-05-22,"27,753.54","27,828.81","27,640.62","27,705.94"
2019-05-23,"27,505.53","27,523.86","27,169.67","27,267.13"
2019-05-24,"27,368.68","27,457.59","27,291.94","27,353.93"
2019-05-25,"27,368.68","27,457.59","27,291.94","27,353.93"
2019-05-26,"27,368.68","27,457.59","27,291.94","27,353.93"
2019-05-27,"27,239.08","27,371.35","27,105.22","27,288.09"
2019-05-28,"27,274.83","27,490.55","27,230.09","27,390.81"
2019-05-29,"27,226.95","27,429.37","27,178.71","27,235.71"
2019-05-30,"27,319.25","27,319.25","27,020.73","27,114.88"
2019-05-31,"27,002.96","27,155.36","26,850.27","26,901.09"
2019-06-01,"27,002.96","27,155.36","26,850.27","26,901.09"
2019-06-02,"27,002.96","27,155.36","26,850.27","26,901.09"
2019-06-03,"26,909.71","26,968.10","26,735.48","26,893.86"
2019-06-04,"26,994.08","26,994.08","26,671.90","26,761.52"
2019-06-05,"27,116.08","27,119.48","26,803.66","26,895.44"
2019-06-06,"26,935.87","26,984.02","26,837.67","26,965.28"
2019-06-07,"26,935.87","26,984.02","26,837.67","26,965.28"
2019-06-08,"26,935.87","26,984.02","26,837.67","26,965.28"
2019-06-09,"26,935.87","26,984.02","26,837.67","26,965.28"
2019-06-10,"27,206.61","27,606.42","27,155.03","27,578.64"
2019-06-11,"27,677.06","27,857.85","27,577.91","27,789.34"
2019-06-12,"27,603.12","27,603.12","27,222.03","27,308.46"
2019-06-13,"27,217.72","27,294.71","26,825.35","27,294.71"
2019-06-14,"27,180.74","27,275.88","27,051.75","27,118.35"
2019-06-15,"27,180.74","27,275.88","27,051.75","27,118.35"
2019-06-16,"27,180.74","27,275.88","27,051.75","27,118.35"
2019-06-17,"27,252.45","27,503.10","27,227.16","27,227.16"
2019-06-18,"27,289.70","27,584.12","27,201.02","27,498.77"
2019-06-19,"28,224.87","28,224.87","28,022.49","28,202.14"
2019-06-20,"28,308.85","28,563.08","28,258.02","28,550.43"
2019-06-21,"28,581.51","28,581.51","28,359.25","28,473.71"
2019-06-22,"28,581.51","28,581.51","28,359.25","28,473.71"
2019-06-23,"28,581.51","28,581.51","28,359.25","28,473.71"
2019-06-24,"28,400.63","28,634.48","28,358.06","28,513.00"
2019-06-25,"28,447.96","28,470.10","28,066.13","28,185.98"
2019-06-26,"28,046.16","28,267.98","27,985.98","28,221.98"
2019-06-27,"28,352.94","28,621.42","28,287.34","28,621.42"
2019-06-28,"28,632.59","28,632.59","28,416.96","28,542.62"
2019-06-29,"28,632.59","28,632.59","28,416.96","28,542.62"
2019-06-30,"28,632.59","28,632.59","28,416.96","28,542.62"
2019-07-01,"28,632.59","28,632.59","28,416.96","28,542.62"
2019-07-02,"28,904.04","28,959.06","28,768.54","28,875.56"
2019-07-03,"28,781.97","28,891.89","28,721.21","28,855.14"
2019-07-04,"28,891.97","29,007.98","28,776.48","28,795.77"
2019-07-05,"28,785.53","28,880.58","28,714.92","28,774.83"
2019-07-06,"28,785.53","28,880.58","28,714.92","28,774.83"
2019-07-07,"28,785.53","28,880.58","28,714.92","28,774.83"
2019-07-08,"28,513.14","28,541.10","28,194.07","28,331.69"
2019-07-09,"28,299.73","28,312.97","28,080.73","28,116.28"
2019-07-10,"28,245.09","28,311.78","28,144.87","28,204.69"
2019-07-11,"28,347.86","28,582.69","28,347.86","28,431.80"
2019-07-12,"28,401.87","28,603.87","28,399.66","28,471.62"
2019-07-13,"28,401.87","28,603.87","28,399.66","28,471.62"
2019-07-14,"28,401.87","28,603.87","28,399.66","28,471.62"
2019-07-15,"28,303.36","28,567.25","28,071.19","28,554.88"
2019-07-16,"28,583.93","28,634.65","28,489.41","28,619.62"
2019-07-17,"28,463.77","28,593.17","28,377.34","28,593.17"
2019-07-18,"28,393.04","28,511.65","28,376.50","28,461.66"
2019-07-19,"28,585.15","28,809.59","28,551.20","28,765.40"
2019-07-20,"28,585.15","28,809.59","28,551.20","28,765.40"
2019-07-21,"28,585.15","28,809.59","28,551.20","28,765.40"
2019-07-22,"28,612.28","28,649.44","28,303.55","28,371.26"
2019-07-23,"28,392.04","28,489.29","28,313.79","28,466.48"
2019-07-24,"28,578.14","28,764.50","28,515.92","28,524.04"
2019-07-25,"28,575.49","28,628.51","28,517.01","28,594.30"
2019-07-26,"28,406.07","28,487.64","28,338.30","28,397.74"
2019-07-27,"28,406.07","28,487.64","28,338.30","28,397.74"
2019-07-28,"28,406.07","28,487.64","28,338.30","28,397.74"
2019-07-29,"28,262.80","28,302.66","27,945.41","28,106.41"
2019-07-30,"28,059.82","28,274.65","28,059.82","28,146.50"
2019-07-31,"27,931.28","27,939.72","27,701.44","27,777.75"
2019-08-01,"27,582.21","27,754.04","27,495.89","27,565.70"
2019-08-02,"26,950.53","27,043.46","26,868.96","26,918.58"
2019-08-03,"26,950.53","27,043.46","26,868.96","26,918.58"
2019-08-04,"26,950.53","27,043.46","26,868.96","26,918.58"
2019-08-05,"26,480.47","26,502.61","26,086.86","26,151.32"
2019-08-06,"25,472.43","26,042.23","25,397.35","25,976.24"
2019-08-07,"25,977.72","26,025.44","25,738.80","25,997.03"
2019-08-08,"25,999.45","26,317.42","25,999.45","26,120.77"
2019-08-09,"26,278.92","26,313.78","25,939.30","25,939.30"
2019-08-10,"26,278.92","26,313.78","25,939.30","25,939.30"
2019-08-11,"26,278.92","26,313.78","25,939.30","25,939.30"
2019-08-12,"25,869.48","26,069.23","25,824.72","25,824.72"
2019-08-13,"25,536.62","25,616.71","25,270.91","25,281.30"
2019-08-14,"25,711.10","25,717.98","25,197.38","25,302.28"
2019-08-15,"24,945.74","25,552.13","24,899.93","25,495.46"
2019-08-16,"25,484.96","25,798.11","25,314.27","25,734.22"
2019-08-17,"25,484.96","25,798.11","25,314.27","25,734.22"
2019-08-18,"25,484.96","25,798.11","25,314.27","25,734.22"
2019-08-19,"25,994.80","26,356.22","25,994.80","26,291.84"
2019-08-20,"26,256.54","26,347.23","26,149.40","26,231.54"
2019-08-21,"26,160.54","26,318.13","26,075.91","26,270.04"
2019-08-22,"26,272.91","26,288.24","25,977.67","26,048.72"
2019-08-23,"26,057.88","26,241.22","25,940.44","26,179.33"
2019-08-24,"26,057.88","26,241.22","25,940.44","26,179.33"
2019-08-25,"26,057.88","26,241.22","25,940.44","26,179.33"
2019-08-26,"25,322.00","25,692.28","25,249.51","25,680.33"
2019-08-27,"25,715.98","25,764.61","25,581.73","25,664.07"
2019-08-28,"25,767.08","25,830.64","25,596.08","25,615.48"
2019-08-29,"25,606.33","25,714.78","25,372.49","25,703.50"
2019-08-30,"26,011.64","26,011.64","25,536.15","25,724.73"
2019-08-31,"26,011.64","26,011.64","25,536.15","25,724.73"
2019-09-01,"26,011.64","26,011.64","25,536.15","25,724.73"
2019-09-02,"25,627.83","25,662.31","25,502.70","25,626.55"
2019-09-03,"25,546.32","25,736.05","25,498.11","25,527.85"
2019-09-04,"25,675.16","26,654.21","25,675.16","26,523.23"
2019-09-05,"26,512.86","26,697.85","26,283.12","26,515.53"
2019-09-06,"26,773.13","26,790.79","26,563.17","26,690.76"
2019-09-07,"26,773.13","26,790.79","26,563.17","26,690.76"
2019-09-08,"26,773.13","26,790.79","26,563.17","26,690.76"
2019-09-09,"26,743.36","26,807.86","26,609.65","26,681.40"
2019-09-10,"26,831.98","26,870.77","26,634.47","26,683.68"
2019-09-11,"26,790.64","27,159.51","26,705.63","27,159.06"
2019-09-12,"27,283.98","27,283.98","26,967.25","27,087.63"
2019-09-13,"27,154.51","27,366.45","27,074.54","27,352.69"
2019-09-14,"27,154.51","27,366.45","27,074.54","27,352.69"
2019-09-15,"27,154.51","27,366.45","27,074.54","27,352.69"
2019-09-16,"27,212.89","27,212.89","26,976.30","27,124.55"
2019-09-17,"26,942.96","26,951.84","26,694.37","26,790.24"
2019-09-18,"26,838.43","26,891.16","26,730.63","26,754.12"
2019-09-19,"26,820.73","26,820.73","26,372.09","26,468.95"
2019-09-20,"26,532.88","26,564.36","26,410.41","26,435.67"
2019-09-21,"26,532.88","26,564.36","26,410.41","26,435.67"
2019-09-22,"26,532.88","26,564.36","26,410.41","26,435.67"
2019-09-23,"26,463.62","26,483.03","26,186.01","26,222.40"
2019-09-24,"26,300.21","26,391.98","26,207.27","26,281.00"
2019-09-25,"26,162.71","26,190.56","25,917.68","25,945.35"
2019-09-26,"26,075.15","26,099.64","25,917.58","26,041.93"
2019-09-27,"25,977.98","26,017.46","25,840.66","25,954.81"
2019-09-28,"25,977.98","26,017.46","25,840.66","25,954.81"
2019-09-29,"25,977.98","26,017.46","25,840.66","25,954.81"
2019-09-30,"25,844.71","26,161.70","25,786.29","26,092.27"
2019-10-01,"25,844.71","26,161.70","25,786.29","26,092.27"
2019-10-02,"25,901.47","26,092.62","25,778.22","26,042.69"
2019-10-03,"25,831.44","26,192.87","25,809.47","26,110.31"
2019-10-04,"26,169.51","26,169.51","25,612.49","25,821.03"
2019-10-05,"26,169.51","26,169.51","25,612.49","25,821.03"
2019-10-06,"26,169.51","26,169.51","25,612.49","25,821.03"
2019-10-07,"26,169.51","26,169.51","25,612.49","25,821.03"
2019-10-08,"25,848.73","26,180.03","25,761.50","25,893.40"
2019-10-09,"25,736.88","25,866.84","25,656.66","25,682.81"
2019-10-10,"25,625.57","25,809.58","25,521.95","25,707.93"
2019-10-11,"25,986.82","26,393.01","25,976.07","26,308.44"
2019-10-12,"25,986.82","26,393.01","25,976.07","26,308.44"
2019-10-13,"25,986.82","26,393.01","25,976.07","26,308.44"
2019-10-14,"26,520.93","26,636.93","26,386.41","26,521.85"
2019-10-15,"26,609.13","26,609.13","26,433.43","26,503.93"
2019-10-16,"26,553.90","26,698.56","26,432.43","26,664.28"
2019-10-17,"26,809.04","26,956.82","26,729.51","26,848.49"
2019-10-18,"26,910.55","26,985.08","26,650.13","26,719.58"
2019-10-19,"26,910.55","26,985.08","26,650.13","26,719.58"
2019-10-20,"26,910.55","26,985.08","26,650.13","26,719.58"
2019-10-21,"26,715.22","26,818.44","26,658.32","26,725.68"
2019-10-22,"26,813.81","26,844.29","26,698.30","26,786.20"
2019-10-23,"26,771.98","26,818.99","26,491.71","26,566.73"
2019-10-24,"26,651.03","26,810.43","26,592.18","26,797.95"
2019-10-25,"26,795.64","26,795.64","26,621.18","26,667.39"
2019-10-26,"26,795.64","26,795.64","26,621.18","26,667.39"
2019-10-27,"26,795.64","26,795.64","26,621.18","26,667.39"
2019-10-28,"26,770.11","27,005.68","26,762.70","26,891.26"
2019-10-29,"27,027.56","27,027.56","26,729.06","26,786.76"
2019-10-30,"26,766.98","26,809.53","26,602.95","26,667.71"
2019-10-31,"26,708.45","27,009.50","26,708.45","26,906.72"
2019-11-01,"26,806.44","27,102.42","26,800.57","27,100.76"
2019-11-02,"26,806.44","27,102.42","26,800.57","27,100.76"
2019-11-03,"26,806.44","27,102.42","26,800.57","27,100.76"
2019-11-04,"27,299.88","27,547.30","27,299.46","27,547.30"
2019-11-05,"27,601.10","27,733.07","27,463.33","27,683.40"
2019-11-06,"27,636.33","27,750.91","27,547.77","27,688.64"
2019-11-07,"27,690.60","27,900.80","27,534.91","27,847.23"
2019-11-08,"27,894.56","27,894.56","27,582.29","27,651.14"
2019-11-09,"27,894.56","27,894.56","27,582.29","27,651.14"
2019-11-10,"27,894.56","27,894.56","27,582.29","27,651.14"
2019-11-11,"27,361.41","27,361.41","26,830.47","26,926.55"
2019-11-12,"27,064.26","27,076.67","26,794.61","27,065.28"
2019-11-13,"26,761.16","26,761.16","26,465.33","26,571.46"
2019-11-14,"26,444.23","26,605.96","26,203.97","26,323.69"
2019-11-15,"26,529.95","26,544.65","26,300.08","26,326.66"
2019-11-16,"26,529.95","26,544.65","26,300.08","26,326.66"
2019-11-17,"26,529.95","26,544.65","26,300.08","26,326.66"
2019-11-18,"26,442.39","26,702.16","26,406.35","26,681.09"
2019-11-19,"26,671.32","27,093.80","26,605.63","27,093.80"
2019-11-20,"26,936.79","26,962.17","26,804.35","26,889.61"
2019-11-21,"26,587.59","26,587.59","26,306.02","26,466.88"
2019-11-22,"26,584.88","26,690.17","26,487.67","26,595.08"
2019-11-23,"26,584.88","26,690.17","26,487.67","26,595.08"
2019-11-24,"26,584.88","26,690.17","26,487.67","26,595.08"
2019-11-25,"26,873.35","27,114.22","26,852.89","26,993.04"
2019-11-26,"27,183.90","27,227.87","26,913.92","26,913.92"
2019-11-27,"26,943.52","26,974.28","26,866.80","26,954.00"
2019-11-28,"26,763.63","26,991.80","26,763.63","26,893.73"
2019-11-29,"26,705.38","26,705.38","26,308.10","26,346.49"
2019-11-30,"26,705.38","26,705.38","26,308.10","26,346.49"
2019-12-01,"26,705.38","26,705.38","26,308.10","26,346.49"
2019-12-02,"26,475.34","26,511.55","26,393.09","26,444.72"
2019-12-03,"26,315.97","26,424.12","26,063.02","26,391.30"
2019-12-04,"26,071.39","26,191.79","25,995.15","26,062.56"
2019-12-05,"26,300.51","26,300.51","26,134.06","26,217.04"
2019-12-06,"26,345.20","26,520.08","26,309.34","26,498.37"
2019-12-07,"26,345.20","26,520.08","26,309.34","26,498.37"
2019-12-08,"26,345.20","26,520.08","26,309.34","26,498.37"
2019-12-09,"26,513.97","26,618.25","26,432.27","26,494.73"
2019-12-10,"26,378.99","26,527.09","26,355.53","26,436.62"
2019-12-11,"26,410.09","26,659.98","26,364.43","26,645.43"
2019-12-12,"26,837.94","27,048.98","26,837.94","26,994.14"
2019-12-13,"27,494.51","27,687.76","27,405.26","27,687.76"
2019-12-14,"27,494.51","27,687.76","27,405.26","27,687.76"
2019-12-15,"27,494.51","27,687.76","27,405.26","27,687.76"
2019-12-16,"27,530.50","27,715.93","27,473.32","27,508.09"
2019-12-17,"27,630.69","27,894.72","27,563.44","27,843.71"
2019-12-18,"27,946.74","27,970.76","27,775.98","27,884.21"
2019-12-19,"27,908.78","27,908.78","27,675.24","27,800.49"
2019-12-20,"27,834.55","27,959.52","27,740.66","27,871.35"
2019-12-21,"27,834.55","27,959.52","27,740.66","27,871.35"
2019-12-22,"27,834.55","27,959.52","27,740.66","27,871.35"
2019-12-23,"28,024.62","28,024.62","27,830.08","27,906.41"
2019-12-24,"27,901.51","27,921.29","27,792.66","27,864.21"
2019-12-25,"27,901.51","27,921.29","27,792.66","27,864.21"
2019-12-26,"27,901.51","27,921.29","27,792.66","27,864.21"
2019-12-27,"28,033.66","28,226.11","28,000.62","28,225.42"
2019-12-28,"28,033.66","28,226.11","28,000.62","28,225.42"
2019-12-29,"28,033.66","28,226.11","28,000.62","28,225.42"
2019-12-30,"28,250.48","28,418.65","28,165.13","28,319.39"
2019-12-31,"28,241.43","28,298.46","28,123.86","28,189.75"
2020-01-01,"28,241.43","28,298.46","28,123.86","28,189.75"
2020-01-02,"28,249.37","28,543.52","28,245.97","28,543.52"
2020-01-03,"28,828.36","28,883.30","28,428.17","28,451.50"
2020-01-04,"28,828.36","28,883.30","28,428.17","28,451.50"
2020-01-05,"28,828.36","28,883.30","28,428.17","28,451.50"
2020-01-06,"28,326.50","28,367.87","28,054.29","28,226.19"
2020-01-07,"28,352.68","28,473.08","28,264.07","28,322.06"
2020-01-08,"27,999.58","28,198.61","27,857.73","28,087.92"
2020-01-09,"28,367.65","28,561.00","28,325.86","28,561.00"
2020-01-10,"28,665.14","28,665.14","28,504.27","28,638.20"
2020-01-11,"28,665.14","28,665.14","28,504.27","28,638.20"
2020-01-12,"28,665.14","28,665.14","28,504.27","28,638.20"
2020-01-13,"28,772.37","28,971.40","28,671.84","28,954.94"
2020-01-14,"29,149.53","29,149.53","28,790.49","28,885.14"
2020-01-15,"28,891.07","28,972.68","28,619.10","28,773.59"
2020-01-16,"28,806.12","28,987.73","28,709.57","28,883.04"
2020-01-17,"28,988.16","29,101.15","28,813.13","29,056.42"
2020-01-18,"28,988.16","29,101.15","28,813.13","29,056.42"
2020-01-19,"28,988.16","29,101.15","28,813.13","29,056.42"
2020-01-20,"29,123.00","29,140.00","28,769.25","28,774.00"
2020-01-21,"28,449.38","28,492.03","27,980.50","27,985.33"
2020-01-22,"28,116.50","28,393.93","27,937.68","28,341.04"
2020-01-23,"28,109.75","28,133.03","27,706.37","27,909.12"
2020-01-24,"27,935.42","27,977.63","27,774.50","27,949.64"
2020-01-25,"27,935.42","27,977.63","27,774.50","27,949.64"
2020-01-26,"27,935.42","27,977.63","27,774.50","27,949.64"
2020-01-27,"27,935.42","27,977.63","27,774.50","27,949.64"
2020-01-28,"27,935.42","27,977.63","27,774.50","27,949.64"
2020-01-29,"27,101.54","27,333.30","27,101.54","27,160.63"
2020-01-30,"27,030.61","27,134.55","26,330.05","26,449.13"
2020-01-31,"26,757.61","26,818.84","26,295.49","26,312.63"
2020-02-01,"26,757.61","26,818.84","26,295.49","26,312.63"
2020-02-02,"26,757.61","26,818.84","26,295.49","26,312.63"
2020-02-03,"26,189.61","26,512.58","26,145.59","26,356.98"
2020-02-04,"26,491.66","26,730.26","26,491.66","26,675.98"
2020-02-05,"26,869.32","26,926.12","26,641.92","26,786.74"
2020-02-06,"27,174.53","27,608.22","27,029.49","27,493.70"
2020-02-07,"27,356.28","27,410.58","27,224.12","27,404.27"
2020-02-08,"27,356.28","27,410.58","27,224.12","27,404.27"
2020-02-09,"27,356.28","27,410.58","27,224.12","27,404.27"
2020-02-10,"27,092.15","27,314.64","27,044.88","27,241.34"
2020-02-11,"27,514.25","27,674.81","27,436.99","27,583.88"
2020-02-12,"27,717.22","27,892.48","27,614.83","27,823.66"
2020-02-13,"27,953.65","27,953.65","27,695.60","27,730.00"
2020-02-14,"27,698.56","27,960.66","27,695.59","27,815.60"
2020-02-15,"27,698.56","27,960.66","27,695.59","27,815.60"
2020-02-16,"27,698.56","27,960.66","27,695.59","27,815.60"
2020-02-17,"27,766.71","28,055.58","27,766.71","27,959.60"
2020-02-18,"27,766.50","27,771.30","27,496.25","27,530.20"
2020-02-19,"27,486.46","27,697.46","27,448.60","27,655.81"
2020-02-20,"27,767.28","27,767.28","27,383.13","27,609.16"
2020-02-21,"27,450.46","27,484.53","27,264.78","27,308.81"
2020-02-22,"27,450.46","27,484.53","27,264.78","27,308.81"
2020-02-23,"27,450.46","27,484.53","27,264.78","27,308.81"
2020-02-24,"27,105.35","27,105.35","26,813.22","26,820.88"
2020-02-25,"26,722.39","26,914.05","26,667.04","26,893.23"
2020-02-26,"26,479.90","26,776.06","26,479.90","26,696.49"
2020-02-27,"26,529.17","26,849.57","26,419.97","26,778.62"
2020-02-28,"26,249.06","26,313.55","25,989.41","26,129.93"
2020-02-29,"26,249.06","26,313.55","25,989.41","26,129.93"
2020-03-01,"26,249.06","26,313.55","25,989.41","26,129.93"
2020-03-02,"26,077.73","26,375.91","26,077.73","26,291.68"
2020-03-03,"26,419.13","26,527.75","26,233.39","26,284.82"
2020-03-04,"26,321.56","26,372.48","26,038.39","26,222.07"
2020-03-05,"26,348.16","26,805.58","26,315.36","26,767.87"
2020-03-06,"26,397.78","26,408.80","26,084.23","26,146.67"
2020-03-07,"26,397.78","26,408.80","26,084.23","26,146.67"
2020-03-08,"26,397.78","26,408.80","26,084.23","26,146.67"
2020-03-09,"25,134.02","25,321.28","24,948.38","25,040.46"
2020-03-10,"25,285.68","25,578.61","24,978.97","25,392.51"
2020-03-11,"25,459.96","25,493.23","25,140.38","25,231.61"
2020-03-12,"24,657.67","24,657.67","24,117.94","24,309.07"
2020-03-13,"22,519.32","24,184.48","22,519.32","24,032.91"
2020-03-14,"22,519.32","24,184.48","22,519.32","24,032.91"
2020-03-15,"22,519.32","24,184.48","22,519.32","24,032.91"
2020-03-16,"23,317.81","23,631.53","22,842.25","23,063.57"
2020-03-17,"23,001.76","23,401.20","22,676.46","23,263.73"
2020-03-18,"23,023.34","23,425.03","22,167.42","22,291.82"
2020-03-19,"22,221.38","22,380.34","21,139.26","21,709.13"
2020-03-20,"22,147.34","22,805.07","22,147.34","22,805.07"
2020-03-21,"22,147.34","22,805.07","22,147.34","22,805.07"
2020-03-22,"22,147.34","22,805.07","22,147.34","22,805.07"
2020-03-23,"21,659.55","22,064.31","21,659.55","21,696.13"
2020-03-24,"22,497.57","22,753.01","22,383.25","22,663.49"
2020-03-25,"23,255.91","23,569.45","23,062.23","23,527.19"
2020-03-26,"23,604.83","23,604.83","23,163.67","23,352.34"
2020-03-27,"23,768.41","23,791.20","23,354.01","23,484.28"
2020-03-28,"23,768.41","23,791.20","23,354.01","23,484.28"
2020-03-29,"23,768.41","23,791.20","23,354.01","23,484.28"
2020-03-30,"23,020.85","23,491.51","22,973.33","23,175.11"
2020-03-31,"23,613.27","23,627.53","23,238.04","23,603.48"
2020-04-01,"23,365.90","23,540.01","22,947.64","23,085.79"
2020-04-02,"22,838.67","23,280.06","22,756.13","23,280.06"
2020-04-03,"23,072.95","23,236.11","23,030.58","23,236.11"
2020-04-04,"23,072.95","23,236.11","23,030.58","23,236.11"
2020-04-05,"23,072.95","23,236.11","23,030.58","23,236.11"
2020-04-06,"23,558.83","23,832.93","23,271.47","23,749.12"
2020-04-07,"24,093.05","24,254.44","23,801.00","24,253.29"
2020-04-08,"24,191.32","24,191.32","23,897.40","23,970.37"
2020-04-09,"24,181.32","24,308.69","24,045.18","24,300.33"
2020-04-10,"24,181.32","24,308.69","24,045.18","24,300.33"
2020-04-11,"24,181.32","24,308.69","24,045.18","24,300.33"
2020-04-12,"24,181.32","24,308.69","24,045.18","24,300.33"
2020-04-13,"24,181.32","24,308.69","24,045.18","24,300.33"
2020-04-14,"24,347.61","24,546.39","24,283.13","24,435.40"
2020-04-15,"24,499.86","24,603.60","24,090.50","24,145.34"
2020-04-16,"24,025.45","24,102.91","23,854.79","24,006.45"
2020-04-17,"24,457.83","24,666.64","24,308.78","24,380.00"
2020-04-18,"24,457.83","24,666.64","24,308.78","24,380.00"
2020-04-19,"24,457.83","24,666.64","24,308.78","24,380.00"
2020-04-20,"24,503.56","24,503.56","24,225.55","24,330.02"
2020-04-21,"24,247.84","24,247.84","23,676.13","23,793.55"
2020-04-22,"23,540.54","23,939.29","23,483.31","23,893.36"
2020-04-23,"23,983.65","24,107.88","23,806.30","23,977.32"
