Symbol	FJ.HK.1	FJ.HK.1	FJ.HK.1	FJ.HK.1	FJ.HK.1	FJ.HK.2	FJ.HK.2	FJ.HK.2	FJ.HK.2	FJ.HK.2	FJ.HK.3	FJ.HK.3	FJ.HK.3	FJ.HK.3	FJ.HK.3	FJ.HK.4	FJ.HK.4	FJ.HK.4	FJ.HK.4	FJ.HK.4	FJ.HK.6	FJ.HK.6	FJ.HK.6	FJ.HK.6	FJ.HK.6	FJ.HK.11	FJ.HK.11	FJ.HK.11	FJ.HK.11	FJ.HK.11	FJ.HK.12	FJ.HK.12	FJ.HK.12	FJ.HK.12	FJ.HK.12	FJ.HK.16	FJ.HK.16	FJ.HK.16	FJ.HK.16	FJ.HK.16	FJ.HK.19	FJ.HK.19	FJ.HK.19	FJ.HK.19	FJ.HK.19	FJ.HK.23	FJ.HK.23	FJ.HK.23	FJ.HK.23	FJ.HK.23	FJ.HK.66	FJ.HK.66	FJ.HK.66	FJ.HK.66	FJ.HK.66	FJ.HK.101	FJ.HK.101	FJ.HK.101	FJ.HK.101	FJ.HK.101	FJ.HK.267	FJ.HK.267	FJ.HK.267	FJ.HK.267	FJ.HK.267	FJ.HK.293	FJ.HK.293	FJ.HK.293	FJ.HK.293	FJ.HK.293	FJ.HK.2388	FJ.HK.2388	FJ.HK.2388	FJ.HK.2388	FJ.HK.2388	FJ.HK.5	FJ.HK.5	FJ.HK.5	FJ.HK.5	FJ.HK.5	FJ.HK.144	FJ.HK.144	FJ.HK.144	FJ.HK.144	FJ.HK.144	FJ.HK.883	FJ.HK.883	FJ.HK.883	FJ.HK.883	FJ.HK.883	FJ.HK.941	FJ.HK.941	FJ.HK.941	FJ.HK.941	FJ.HK.941	FJ.HK.1199	FJ.HK.1199	FJ.HK.1199	FJ.HK.1199	FJ.HK.1199	FJ.HK.17	FJ.HK.17	FJ.HK.17	FJ.HK.17	FJ.HK.17	FJ.HK.83	FJ.HK.83	FJ.HK.83	FJ.HK.83	FJ.HK.83	FJ.HK.291	FJ.HK.291	FJ.HK.291	FJ.HK.291	FJ.HK.291	FJ.HK.762	FJ.HK.762	FJ.HK.762	FJ.HK.762	FJ.HK.762	FJ.HK.1088	FJ.HK.1088	FJ.HK.1088	FJ.HK.1088	FJ.HK.1088
2019-04-03	85	86	85	86		91	92	91	91		17	18	17	18		24	24	24	24		54	55	54	55		196	197	195	197		45	45	45	45		140	142	140	142		102	103	101	102		26	26	26	26		49	49	48	49		20	20	19	20		12	12	12	12		14	14	14	14		35	35	35	35		66	67	66	66		17	17	17	17		15	15	15	15		79	80	78	80		9	9	9	9		14	14	14	14		15	15	15	15		32	34	32	34		10	10	10	10		18	18	18	18	
2019-04-04	86	86	85	86		91	92	91	91		17	18	17	17		24	24	24	24		55	55	54	54		197	199	196	198		45	46	45	46		141	142	140	142		104	104	102	102		26	26	26	26		49	49	48	49		20	20	19	20		12	12	12	12		14	14	14	14		35	35	35	35		67	67	66	67		17	17	17	17		14	15	14	14		80	80	79	80		9	9	9	9		14	14	14	14		15	15	15	15		34	34	33	34		10	10	10	10		18	18	18	18	
2019-04-05	86	86	85	86		91	92	91	91		17	18	17	17		24	24	24	24		55	55	54	54		197	199	196	198		45	46	45	46		141	142	140	142		104	104	102	102		26	26	26	26		49	49	48	49		20	20	19	20		12	12	12	12		14	14	14	14		35	35	35	35		67	67	66	67		17	17	17	17		14	15	14	14		80	80	79	80		9	9	9	9		14	14	14	14		15	15	15	15		34	34	33	34		10	10	10	10		18	18	18	18	
2019-04-06	86	86	85	86		91	92	91	91		17	18	17	17		24	24	24	24		55	55	54	54		197	199	196	198		45	46	45	46		141	142	140	142		104	104	102	102		26	26	26	26		49	49	48	49		20	20	19	20		12	12	12	12		14	14	14	14		35	35	35	35		67	67	66	67		17	17	17	17		14	15	14	14		80	80	79	80		9	9	9	9		14	14	14	14		15	15	15	15		34	34	33	34		10	10	10	10		18	18	18	18	
2019-04-07	86	86	85	86		91	92	91	91		17	18	17	17		24	24	24	24		55	55	54	54		197	199	196	198		45	46	45	46		141	142	140	142		104	104	102	102		26	26	26	26		49	49	48	49		20	20	19	20		12	12	12	12		14	14	14	14		35	35	35	35		67	67	66	67		17	17	17	17		14	15	14	14		80	80	79	80		9	9	9	9		14	14	14	14		15	15	15	15		34	34	33	34		10	10	10	10		18	18	18	18	
2019-04-08	86	86	86	86		92	92	90	91		17	18	17	17		24	24	23	23		55	55	54	54		199	200	195	196		46	46	46	46		142	142	140	141		103	103	100	100		26	26	25	25		50	50	48	48		20	20	19	19		12	12	12	12		14	14	14	14		35	36	35	36		67	67	66	67		17	17	17	17		15	15	15	15		79	80	78	78		9	9	9	9		14	14	14	14		15	15	15	15		35	35	33	33		11	11	10	10		18	18	18	18	
2019-04-09	86	86	86	86		91	91	90	91		17	17	17	17		24	24	23	23		55	55	54	54		197	198	196	198		46	46	46	46		141	141	140	141		101	102	100	101		25	26	25	26		48	49	48	49		20	20	19	19		12	12	12	12		14	14	14	14		36	36	35	36		67	67	67	67		17	17	16	17		15	15	15	15		78	79	78	78		9	9	9	9		14	14	14	14		15	15	15	15		34	34	33	34		10	10	10	10		18	18	18	18	
2019-04-10	85	86	85	85		90	91	90	90		17	17	17	17		24	24	23	23		54	54	54	54		198	199	197	198		46	46	45	46		140	141	139	140		100	101	98	99		26	26	25	26		49	49	49	49		19	19	19	19		12	12	12	12		14	14	14	14		35	36	35	35		67	67	67	67		17	17	16	16		15	15	15	15		79	79	78	78		9	9	9	9		14	14	13	14		15	15	15	15		34	35	33	35		10	10	10	10		18	18	18	18	
2019-04-11	85	85	84	84		90	90	90	90		17	17	17	17		24	24	23	24		54	54	54	54		198	199	197	198		46	46	45	45		139	140	136	137		100	100	98	99		26	26	25	25		49	49	48	48		19	19	19	19		12	12	12	12		14	14	14	14		35	36	35	35		67	67	66	67		17	17	16	16		15	15	14	15		78	78	77	77		9	9	9	9		13	14	13	13		15	15	14	14		35	35	34	34		10	10	10	10		18	18	18	18	
2019-04-12	85	85	84	84		90	90	89	90		17	17	17	17		24	24	23	23		54	54	54	54		199	199	197	199		45	46	45	45		138	138	135	136		103	103	100	100		25	26	25	26		48	49	48	49		19	19	19	19		12	12	12	12		14	14	14	14		35	35	35	35		67	67	67	67		16	17	16	16		14	15	14	15		78	78	77	77		9	9	9	9		13	13	13	13		15	15	14	14		34	35	33	34		10	10	10	10		18	18	18	18	
2019-04-13	85	85	84	84		90	90	89	90		17	17	17	17		24	24	23	23		54	54	54	54		199	199	197	199		45	46	45	45		138	138	135	136		103	103	100	100		25	26	25	26		48	49	48	49		19	19	19	19		12	12	12	12		14	14	14	14		35	35	35	35		67	67	67	67		16	17	16	16		14	15	14	15		78	78	77	77		9	9	9	9		13	13	13	13		15	15	14	14		34	35	33	34		10	10	10	10		18	18	18	18	
2019-04-14	85	85	84	84		90	90	89	90		17	17	17	17		24	24	23	23		54	54	54	54		199	199	197	199		45	46	45	45		138	138	135	136		103	103	100	100		25	26	25	26		48	49	48	49		19	19	19	19		12	12	12	12		14	14	14	14		35	35	35	35		67	67	67	67		16	17	16	16		14	15	14	15		78	78	77	77		9	9	9	9		13	13	13	13		15	15	14	14		34	35	33	34		10	10	10	10		18	18	18	18	
2019-04-15	85	85	84	84		90	90	89	90		17	17	17	17		23	23	23	23		55	55	54	54		200	201	199	201		46	46	45	45		137	137	135	135		100	101	99	99		26	26	25	26		49	49	48	48		19	19	19	19		12	12	12	12		14	14	14	14		36	36	35	35		68	68	67	67		17	17	16	16		15	15	15	15		78	78	77	77		9	9	9	9		14	14	13	13		14	15	14	14		34	36	34	35		10	10	10	10		18	18	18	18	
2019-04-16	83	84	83	84		89	90	89	89		17	17	17	17		23	23	22	23		54	54	54	54		199	205	199	204		45	45	45	45		135	135	133	134		98	100	98	99		25	26	25	26		48	49	48	49		19	19	19	19		12	12	12	12		14	14	14	14		35	35	35	35		67	68	67	68		16	17	16	16		15	15	15	15		76	77	76	77		9	9	9	9		13	13	13	13		14	14	14	14		35	35	34	35		10	10	10	10		18	18	18	18	
2019-04-17	84	84	83	83		89	89	89	89		17	17	17	17		23	23	22	22		54	54	54	54		204	204	202	203		45	45	45	45		134	134	133	134		100	100	98	99		26	26	25	26		49	49	48	48		19	19	19	19		12	12	12	12		14	14	14	14		35	35	35	35		68	68	67	68		16	16	16	16		15	15	15	15		77	77	76	76		9	9	9	9		13	13	13	13		14	14	14	14		35	36	34	35		10	10	10	10		18	18	18	18	
2019-04-18	83	83	83	83		89	89	89	89		17	17	17	17		22	22	22	22		54	55	54	55		201	205	201	205		45	46	45	45		133	134	133	134		100	100	98	99		26	26	25	26		48	48	47	47		19	19	18	19		12	12	12	12		14	14	14	14		35	35	35	35		68	68	68	68		16	16	16	16		15	15	15	15		76	76	75	76		9	9	9	9		13	13	13	13		14	14	14	14		35	36	35	35		10	10	10	10		18	18	18	18	
2019-04-19	83	83	83	83		89	89	89	89		17	17	17	17		22	22	22	22		54	55	54	55		201	205	201	205		45	46	45	45		133	134	133	134		100	100	98	99		26	26	25	26		48	48	47	47		19	19	18	19		12	12	12	12		14	14	14	14		35	35	35	35		68	68	68	68		16	16	16	16		15	15	15	15		76	76	75	76		9	9	9	9		13	13	13	13		14	14	14	14		35	36	35	35		10	10	10	10		18	18	18	18	
2019-04-20	83	83	83	83		89	89	89	89		17	17	17	17		22	22	22	22		54	55	54	55		201	205	201	205		45	46	45	45		133	134	133	134		100	100	98	99		26	26	25	26		48	48	47	47		19	19	18	19		12	12	12	12		14	14	14	14		35	35	35	35		68	68	68	68		16	16	16	16		15	15	15	15		76	76	75	76		9	9	9	9		13	13	13	13		14	14	14	14		35	36	35	35		10	10	10	10		18	18	18	18	
2019-04-21	83	83	83	83		89	89	89	89		17	17	17	17		22	22	22	22		54	55	54	55		201	205	201	205		45	46	45	45		133	134	133	134		100	100	98	99		26	26	25	26		48	48	47	47		19	19	18	19		12	12	12	12		14	14	14	14		35	35	35	35		68	68	68	68		16	16	16	16		15	15	15	15		76	76	75	76		9	9	9	9		13	13	13	13		14	14	14	14		35	36	35	35		10	10	10	10		18	18	18	18	
2019-04-22	83	83	83	83		89	89	89	89		17	17	17	17		22	22	22	22		54	55	54	55		201	205	201	205		45	46	45	45		133	134	133	134		100	100	98	99		26	26	25	26		48	48	47	47		19	19	18	19		12	12	12	12		14	14	14	14		35	35	35	35		68	68	68	68		16	16	16	16		15	15	15	15		76	76	75	76		9	9	9	9		13	13	13	13		14	14	14	14		35	36	35	35		10	10	10	10		18	18	18	18	
2019-04-23	82	83	82	82		88	89	88	88		17	17	17	17		22	23	22	22		54	55	54	55		202	207	202	206		45	46	45	45		133	134	133	133		98	100	98	100		25	26	25	25		47	48	47	48		18	19	18	18		12	12	12	12		14	14	13	13		35	36	35	35		67	68	67	68		16	16	16	16		15	15	15	15		75	76	75	75		9	9	9	9		13	13	13	13		14	14	14	14		35	36	34	35		10	10	10	10		18	18	18	18	
2019-04-24	83	83	82	82		89	89	88	88		17	17	17	17		22	22	22	22		55	55	54	55		207	207	205	206		45	46	45	45		133	133	132	133		100	100	99	99		26	26	25	25		48	48	47	47		19	19	18	19		12	12	12	12		13	13	13	13		35	36	35	35		68	68	67	67		16	16	16	16		15	15	15	15		75	75	74	75		9	9	9	9		13	13	13	13		14	14	14	14		36	36	35	35		10	10	9	9		18	18	18	18	
2019-04-25	82	83	82	82		88	89	88	88		17	17	17	17		22	22	22	22		55	55	54	55		206	206	204	204		45	45	45	45		134	137	134	135		99	100	99	100		25	25	25	25		47	47	46	46		19	19	18	18		12	12	12	12		13	13	13	13		35	35	35	35		67	67	67	67		16	16	16	16		15	15	14	15		74	75	74	74		9	9	9	9		13	13	13	13		14	14	14	14		35	36	34	35		9	10	9	9		18	18	17	18	
2019-04-26	83	83	82	82		88	89	88	89		17	17	17	17		22	22	22	22		55	55	55	55		203	208	203	206		45	45	44	44		136	137	135	136		100	101	100	101		25	25	25	25		47	47	46	47		18	18	18	18		12	12	11	12		13	13	13	13		35	35	35	35		67	67	67	67		16	16	16	16		15	15	14	14		74	75	74	75		8	9	8	8		13	13	13	13		14	14	14	14		35	35	34	35		9	10	9	9		18	18	17	18	
2019-04-27	83	83	82	82		88	89	88	89		17	17	17	17		22	22	22	22		55	55	55	55		203	208	203	206		45	45	44	44		136	137	135	136		100	101	100	101		25	25	25	25		47	47	46	47		18	18	18	18		12	12	11	12		13	13	13	13		35	35	35	35		67	67	67	67		16	16	16	16		15	15	14	14		74	75	74	75		8	9	8	8		13	13	13	13		14	14	14	14		35	35	34	35		9	10	9	9		18	18	17	18	
2019-04-28	83	83	82	82		88	89	88	89		17	17	17	17		22	22	22	22		55	55	55	55		203	208	203	206		45	45	44	44		136	137	135	136		100	101	100	101		25	25	25	25		47	47	46	47		18	18	18	18		12	12	11	12		13	13	13	13		35	35	35	35		67	67	67	67		16	16	16	16		15	15	14	14		74	75	74	75		8	9	8	8		13	13	13	13		14	14	14	14		35	35	34	35		9	10	9	9		18	18	17	18	
2019-04-29	83	84	82	83		89	90	89	90		17	17	17	17		22	23	22	23		55	55	55	55		208	208	205	205		44	45	44	44		137	137	136	136		100	101	100	100		25	25	25	25		47	47	47	47		18	19	18	19		12	12	11	12		13	13	13	13		36	36	35	35		68	68	67	67		16	16	16	16		15	15	14	15		76	76	75	75		8	8	8	8		13	13	13	13		14	14	14	14		34	35	34	35		9	9	9	9		18	18	17	18	
2019-04-30	83	83	82	82		90	90	89	89		17	17	17	17		23	23	22	23		55	55	55	55		205	207	204	206		44	44	44	44		136	137	135	135		100	101	98	99		25	25	25	25		47	47	47	47		19	19	18	18		11	11	11	11		13	13	13	13		36	36	35	35		68	68	67	68		16	16	16	16		15	15	14	14		75	75	75	75		8	8	8	8		13	13	13	13		14	14	14	14		35	36	35	36		9	9	9	9		17	18	17	17	
2019-05-01	83	83	82	82		90	90	89	89		17	17	17	17		23	23	22	23		55	55	55	55		205	207	204	206		44	44	44	44		136	137	135	135		100	101	98	99		25	25	25	25		47	47	47	47		19	19	18	18		11	11	11	11		13	13	13	13		36	36	35	35		68	68	67	68		16	16	16	16		15	15	14	14		75	75	75	75		8	8	8	8		13	13	13	13		14	14	14	14		35	36	35	36		9	9	9	9		17	18	17	17	
2019-05-02	82	83	82	83		89	89	89	89		17	17	17	17		23	23	22	23		55	55	55	55		205	206	204	204		44	44	44	44		136	136	135	136		101	101	99	99		25	25	25	25		47	48	47	47		18	18	18	18		11	12	11	12		13	13	13	13		35	35	35	35		68	68	68	68		16	16	16	16		14	14	14	14		74	75	74	74		8	8	8	8		13	13	13	13		14	14	14	14		35	38	35	37		9	9	9	9		17	18	17	18	
2019-05-03	82	83	82	82		88	89	88	89		17	17	17	17		23	23	23	23		55	55	55	55		206	213	205	213		44	44	43	44		135	138	135	137		99	100	98	99		25	25	25	25		47	48	47	48		18	18	18	18		11	12	11	12		13	13	13	13		35	36	35	36		68	71	68	70		16	16	16	16		14	14	14	14		74	75	74	74		8	8	8	8		13	13	13	13		14	14	14	14		37	38	36	36		9	9	9	9		17	18	17	18	
2019-05-04	82	83	82	82		88	89	88	89		17	17	17	17		23	23	23	23		55	55	55	55		206	213	205	213		44	44	43	44		135	138	135	137		99	100	98	99		25	25	25	25		47	48	47	48		18	18	18	18		11	12	11	12		13	13	13	13		35	36	35	36		68	71	68	70		16	16	16	16		14	14	14	14		74	75	74	74		8	8	8	8		13	13	13	13		14	14	14	14		37	38	36	36		9	9	9	9		17	18	17	18	
2019-05-05	82	83	82	82		88	89	88	89		17	17	17	17		23	23	23	23		55	55	55	55		206	213	205	213		44	44	43	44		135	138	135	137		99	100	98	99		25	25	25	25		47	48	47	48		18	18	18	18		11	12	11	12		13	13	13	13		35	36	35	36		68	71	68	70		16	16	16	16		14	14	14	14		74	75	74	74		8	8	8	8		13	13	13	13		14	14	14	14		37	38	36	36		9	9	9	9		17	18	17	18	
2019-05-06	81	82	81	81		90	90	88	88		17	17	17	17		23	23	23	23		55	55	55	55		207	210	204	206		43	43	43	43		134	135	133	134		97	98	96	97		25	25	25	25		47	47	47	47		18	18	17	18		11	11	11	11		13	13	13	13		35	35	34	35		69	69	68	68		16	16	15	15		13	14	13	13		74	74	73	74		8	8	7	8		13	13	13	13		14	14	13	13		35	36	35	36		9	9	9	9		17	17	17	17	
2019-05-07	82	82	81	82		88	89	88	88		17	17	17	17		23	23	23	23		55	55	55	55		208	210	206	206		43	44	43	43		136	136	134	135		99	99	96	97		25	25	25	25		47	48	47	47		18	18	17	18		11	11	11	11		13	13	13	13		35	35	34	35		68	69	68	69		16	16	15	15		14	14	14	14		74	74	73	73		8	8	7	8		13	13	13	13		14	14	14	14		36	36	35	36		9	9	9	9		17	18	17	18	
2019-05-08	81	82	80	81		88	89	88	88		17	17	17	17		23	23	22	23		55	55	55	55		204	208	203	207		43	43	43	43		135	135	133	135		98	98	97	97		25	25	24	24		47	47	47	47		17	18	17	17		11	11	11	11		13	13	13	13		34	34	34	34		68	68	67	67		15	15	15	15		14	14	14	14		73	73	73	73		8	8	7	7		13	13	13	13		13	14	13	13		36	37	35	36		9	9	9	9		17	17	17	17	
2019-05-09	80	80	79	80		89	89	87	87		17	17	17	17		23	23	22	22		55	55	55	55		204	206	202	202		43	43	42	43		133	135	131	133		98	98	96	96		24	25	24	24		47	47	46	46		18	18	17	17		11	11	11	11		13	13	12	12		34	34	33	33		67	67	66	66		15	15	15	15		14	14	13	13		73	74	73	73		7	7	7	7		13	13	12	13		13	13	13	13		36	36	34	34		9	9	9	9		17	17	17	17	
2019-05-10	79	81	79	80		88	88	87	88		17	17	17	17		22	23	22	23		55	56	55	56		205	207	202	203		43	44	43	43		134	135	132	134		97	97	96	97		24	24	24	24		47	47	46	46		17	17	17	17		11	11	11	11		13	13	13	13		33	34	33	33		67	67	66	67		15	15	15	15		14	14	13	13		72	73	72	72		7	7	7	7		13	13	12	13		13	13	13	13		35	36	34	36		9	9	9	9		17	17	17	17	
2019-05-11	79	81	79	80		88	88	87	88		17	17	17	17		22	23	22	23		55	56	55	56		205	207	202	203		43	44	43	43		134	135	132	134		97	97	96	97		24	24	24	24		47	47	46	46		17	17	17	17		11	11	11	11		13	13	13	13		33	34	33	33		67	67	66	67		15	15	15	15		14	14	13	13		72	73	72	72		7	7	7	7		13	13	12	13		13	13	13	13		35	36	34	36		9	9	9	9		17	17	17	17	
2019-05-12	79	81	79	80		88	88	87	88		17	17	17	17		22	23	22	23		55	56	55	56		205	207	202	203		43	44	43	43		134	135	132	134		97	97	96	97		24	24	24	24		47	47	46	46		17	17	17	17		11	11	11	11		13	13	13	13		33	34	33	33		67	67	66	67		15	15	15	15		14	14	13	13		72	73	72	72		7	7	7	7		13	13	12	13		13	13	13	13		35	36	34	36		9	9	9	9		17	17	17	17	
2019-05-13	79	81	79	80		88	88	87	88		17	17	17	17		22	23	22	23		55	56	55	56		205	207	202	203		43	44	43	43		134	135	132	134		97	97	96	97		24	24	24	24		47	47	46	46		17	17	17	17		11	11	11	11		13	13	13	13		33	34	33	33		67	67	66	67		15	15	15	15		14	14	13	13		72	73	72	72		7	7	7	7		13	13	12	13		13	13	13	13		35	36	34	36		9	9	9	9		17	17	17	17	
2019-05-14	78	79	78	79		87	89	87	89		17	17	17	17		22	23	22	23		55	56	55	56		202	204	199	204		43	44	42	44		133	134	131	133		96	96	94	96		24	24	24	24		46	47	46	47		17	17	17	17		11	11	11	11		13	13	12	12		32	33	32	32		66	67	66	66		15	15	15	15		13	13	13	13		73	73	72	72		7	7	7	7		12	12	12	12		13	13	13	13		34	35	33	35		9	9	8	9		17	17	17	17	
2019-05-15	79	79	78	78		88	88	87	88		17	17	17	17		22	23	22	23		56	56	56	56		202	206	202	204		44	44	44	44		133	133	131	132		97	97	95	96		24	24	24	24		46	47	46	46		17	17	17	17		11	11	11	11		12	12	12	12		32	33	32	32		66	67	66	67		15	15	15	15		13	14	13	13		72	72	72	72		7	7	7	7		12	12	12	12		13	13	13	13		35	36	34	35		9	9	9	9		17	17	17	17	
2019-05-16	78	79	78	79		87	88	87	88		17	17	17	17		23	23	22	23		56	56	56	56		202	206	202	205		44	44	43	44		131	136	131	135		95	96	95	96		24	25	24	25		46	48	46	48		17	18	17	18		11	11	11	11		12	12	12	12		32	33	32	33		66	66	66	66		15	15	15	15		13	14	13	14		72	72	71	71		7	7	7	7		12	13	12	13		13	13	13	13		35	37	35	37		8	9	8	8		17	17	17	17	
2019-05-17	79	79	78	78		87	88	87	87		17	17	17	17		23	23	22	23		56	56	56	56		206	206	200	200		45	45	44	44		136	136	134	134		96	97	94	95		25	25	24	24		48	48	48	48		18	18	17	18		11	11	11	11		12	12	12	12		33	33	32	32		66	66	65	66		15	15	15	15		14	14	13	13		72	73	72	73		7	7	7	7		13	13	12	12		13	13	13	13		37	37	35	36		8	9	8	8		17	17	16	16	
2019-05-18	79	79	78	78		87	88	87	87		17	17	17	17		23	23	22	23		56	56	56	56		206	206	200	200		45	45	44	44		136	136	134	134		96	97	94	95		25	25	24	24		48	48	48	48		18	18	17	18		11	11	11	11		12	12	12	12		33	33	32	32		66	66	65	66		15	15	15	15		14	14	13	13		72	73	72	73		7	7	7	7		13	13	12	12		13	13	13	13		37	37	35	36		8	9	8	8		17	17	16	16	
2019-05-19	79	79	78	78		87	88	87	87		17	17	17	17		23	23	22	23		56	56	56	56		206	206	200	200		45	45	44	44		136	136	134	134		96	97	94	95		25	25	24	24		48	48	48	48		18	18	17	18		11	11	11	11		12	12	12	12		33	33	32	32		66	66	65	66		15	15	15	15		14	14	13	13		72	73	72	73		7	7	7	7		13	13	12	12		13	13	13	13		37	37	35	36		8	9	8	8		17	17	16	16	
2019-05-20	78	79	78	78		88	90	88	90		17	18	17	18		23	23	22	23		54	54	53	54		202	204	201	202		44	44	44	44		136	136	133	135		95	95	94	95		24	24	24	24		48	49	48	49		18	18	17	18		11	11	11	11		12	12	12	12		32	32	31	31		66	66	65	65		15	15	15	15		14	14	14	14		73	74	73	73		7	7	7	7		12	12	12	12		13	13	13	13		36	36	34	34		8	9	8	8		17	17	16	16	
2019-05-21	77	77	76	76		90	91	90	90		18	18	17	18		23	23	22	22		54	54	54	54		202	204	200	202		44	44	44	44		135	136	134	134		94	95	93	94		24	24	24	24		49	49	49	49		17	18	17	18		11	11	11	11		12	12	12	12		31	31	31	31		65	66	65	65		15	15	15	15		14	14	13	13		73	74	73	74		7	7	7	7		12	12	12	12		13	13	13	13		34	35	33	33		9	9	8	8		17	17	16	17	
2019-05-22	76	76	75	75		91	92	90	92		18	18	18	18		22	22	22	22		54	54	53	54		203	204	201	202		44	45	44	45		135	136	134	135		96	96	94	95		24	24	24	24		49	49	48	48		18	18	17	18		11	11	11	11		12	12	12	12		31	31	31	31		66	66	65	65		15	15	15	15		13	13	13	13		73	74	72	73		7	7	7	7		12	12	12	12		13	13	13	13		34	34	33	34		9	9	8	8		17	17	16	16	
2019-05-23	75	75	75	75		91	92	91	91		18	18	18	18		22	22	21	22		54	54	54	54		202	203	200	201		45	45	44	44		134	135	133	134		94	95	93	93		24	24	24	24		49	49	48	49		18	18	17	18		11	11	11	11		12	12	11	12		31	31	30	30		65	65	65	65		15	15	14	14		13	13	13	13		72	72	72	72		7	7	7	7		12	12	12	12		13	13	13	13		34	34	33	34		8	8	8	8		16	16	16	16	
2019-05-24	75	75	75	75		91	92	91	92		18	18	18	18		21	22	21	22		54	54	54	54		202	202	200	202		45	45	44	44		134	135	133	135		92	96	92	92		24	24	24	24		47	48	47	48		18	18	18	18		11	11	11	11		12	12	11	12		31	31	30	30		66	66	65	65		14	14	14	14		13	13	13	13		73	74	72	73		7	7	7	7		12	12	12	12		13	13	13	13		34	34	33	33		8	8	8	8		16	16	16	16	
2019-05-25	75	75	75	75		91	92	91	92		18	18	18	18		21	22	21	22		54	54	54	54		202	202	200	202		45	45	44	44		134	135	133	135		92	96	92	92		24	24	24	24		47	48	47	48		18	18	18	18		11	11	11	11		12	12	11	12		31	31	30	30		66	66	65	65		14	14	14	14		13	13	13	13		73	74	72	73		7	7	7	7		12	12	12	12		13	13	13	13		34	34	33	33		8	8	8	8		16	16	16	16	
2019-05-26	75	75	75	75		91	92	91	92		18	18	18	18		21	22	21	22		54	54	54	54		202	202	200	202		45	45	44	44		134	135	133	135		92	96	92	92		24	24	24	24		47	48	47	48		18	18	18	18		11	11	11	11		12	12	11	12		31	31	30	30		66	66	65	65		14	14	14	14		13	13	13	13		73	74	72	73		7	7	7	7		12	12	12	12		13	13	13	13		34	34	33	33		8	8	8	8		16	16	16	16	
2019-05-27	74	74	74	74		92	93	92	93		18	18	18	18		21	22	21	21		54	54	54	54		201	202	200	201		44	45	44	44		134	135	134	135		93	93	91	92		24	24	24	24		48	48	47	48		18	18	17	17		11	11	11	11		12	12	11	12		30	31	30	30		66	66	65	65		14	14	14	14		13	13	13	13		72	73	71	72		7	7	7	7		12	12	12	12		13	13	13	13		33	33	32	33		8	8	8	8		16	16	16	16	
2019-05-28	74	75	74	75		92	93	91	91		18	18	17	17		21	21	21	21		54	54	54	54		201	201	199	200		45	45	44	45		135	135	134	134		92	94	92	93		24	24	24	24		48	48	47	48		17	17	17	17		11	11	11	11		12	12	11	11		30	31	30	31		65	66	65	65		14	14	14	14		13	13	13	13		71	71	70	71		7	7	7	7		12	12	12	12		13	13	13	13		33	34	33	33		8	8	8	8		16	16	16	16	
2019-05-29	74	75	74	74		91	91	90	91		17	18	17	18		21	21	21	21		54	54	54	54		199	200	199	200		45	45	44	44		133	133	131	131		93	93	92	92		24	24	24	24		48	48	48	48		17	17	17	17		11	11	11	11		11	11	11	11		31	31	30	30		65	65	65	65		14	14	14	14		13	13	13	13		70	71	70	70		7	7	7	7		12	12	12	12		13	13	13	13		33	34	33	34		8	8	8	8		16	16	16	16	
2019-05-30	74	75	73	73		90	91	90	90		18	18	17	17		21	21	21	21		54	54	54	54		200	200	199	199		43	43	42	42		132	132	129	130		93	93	92	93		24	25	24	24		48	48	47	48		17	17	17	17		11	11	11	11		11	11	11	11		31	31	30	30		65	65	64	65		14	14	14	14		13	13	13	13		70	70	70	70		7	8	7	8		12	12	12	12		13	13	13	13		33	34	33	34		8	8	8	8		16	16	16	16	
2019-05-31	73	74	73	74		90	90	88	89		17	17	17	17		21	21	20	20		54	54	54	54		198	199	195	197		42	42	40	41		128	129	123	124		94	94	92	93		24	24	24	24		47	48	47	48		17	17	16	17		11	11	11	11		11	11	11	11		30	30	30	30		65	65	64	64		14	14	14	14		13	13	13	13		70	70	68	68		8	8	7	8		12	12	11	12		13	13	13	13		33	35	33	34		8	8	8	8		16	16	16	16	
2019-06-01	73	74	73	74		90	90	88	89		17	17	17	17		21	21	20	20		54	54	54	54		198	199	195	197		42	42	40	41		128	129	123	124		94	94	92	93		24	24	24	24		47	48	47	48		17	17	16	17		11	11	11	11		11	11	11	11		30	30	30	30		65	65	64	64		14	14	14	14		13	13	13	13		70	70	68	68		8	8	7	8		12	12	11	12		13	13	13	13		33	35	33	34		8	8	8	8		16	16	16	16	
2019-06-02	73	74	73	74		90	90	88	89		17	17	17	17		21	21	20	20		54	54	54	54		198	199	195	197		42	42	40	41		128	129	123	124		94	94	92	93		24	24	24	24		47	48	47	48		17	17	16	17		11	11	11	11		11	11	11	11		30	30	30	30		65	65	64	64		14	14	14	14		13	13	13	13		70	70	68	68		8	8	7	8		12	12	11	12		13	13	13	13		33	35	33	34		8	8	8	8		16	16	16	16	
